   ic    phi          rho         theta         alfa       epsilon         mu           r            b          gamma
2644 3.197762e-01 4.051052e-01 6.597674e-06 4.295098e-08 2.199275e-01 5.235212e-03 4.895123e-02 9.445309e-13 3.154027e-06  
2645 1.292532e-01 3.120583e-01 5.487482e-06 3.924811e-08 1.989707e-01 3.273658e-03 5.124599e-02 1.093816e-12 4.846773e-06  
2646 4.084892e-01 4.960943e-01 3.301626e-06 4.999025e-08 2.019475e-01 4.947774e-03 7.152073e-02 1.534012e-12 2.589713e-06  
2647 2.163015e-01 3.427041e-01 8.343178e-06 5.269089e-08 1.927640e-01 7.325792e-03 8.099716e-02 1.701491e-12 3.263899e-06  
2648 2.754446e-01 3.504933e-01 8.308878e-06 3.344604e-08 1.301974e-01 3.750223e-03 5.479937e-02 1.385509e-12 4.710332e-06  
2649 1.624033e-01 3.297481e-01 9.333244e-06 4.794044e-08 1.942444e-01 3.064157e-03 4.211298e-02 6.555689e-13 4.807874e-06  
2650 1.616482e-01 2.216271e-01 5.957684e-06 7.196456e-08 1.891311e-01 5.908745e-03 8.189963e-02 1.721404e-12 1.975414e-06  
2651 3.532644e-01 3.700607e-01 7.256567e-06 2.172586e-08 6.202500e-02 6.767839e-03 8.283648e-02 2.184243e-12 5.822613e-06  
2652 1.209591e-01 2.796513e-01 7.610622e-06 6.540983e-08 2.373038e-01 5.847532e-03 8.156198e-02 5.760998e-13 4.919709e-06  
2653 1.218023e-01 1.455778e-01 3.330692e-06 6.643151e-08 2.274173e-01 4.089703e-03 6.789515e-02 2.072624e-12 5.128215e-06  
2654 2.220612e-01 2.831040e-01 7.415743e-06 3.887440e-08 2.086515e-01 6.518664e-03 7.336654e-02 2.163525e-12 2.841576e-06  
2655 2.446365e-01 4.237203e-01 2.800502e-06 3.960372e-08 1.882171e-01 6.217206e-03 5.154053e-02 2.216551e-12 4.260811e-06  
2656 3.465516e-01 5.121451e-01 4.563024e-06 3.012308e-08 2.268529e-01 7.655939e-03 7.675281e-02 1.820221e-12 4.156228e-06  
2657 1.171519e-01 1.421670e-01 3.630816e-06 2.138383e-08 1.538283e-01 3.332507e-03 4.446037e-02 2.193500e-12 1.667434e-06  
2658 1.087473e-01 2.275259e-01 6.170165e-06 2.311870e-08 1.516136e-01 7.462517e-03 6.725121e-02 6.677900e-13 2.165802e-06  
2659 1.507987e-01 2.792557e-01 3.699683e-06 6.581923e-08 1.486185e-01 7.003720e-03 6.956616e-02 2.062883e-12 5.394588e-06  
2660 1.792148e-01 2.240129e-01 7.337580e-06 6.051546e-08 9.342428e-02 3.390061e-03 4.577731e-02 6.346458e-13 1.544357e-06  
2661 3.097148e-01 3.974427e-01 6.989402e-06 5.562524e-08 2.283179e-01 2.220193e-03 8.367597e-02 7.860686e-13 2.208618e-06  
2662 1.092600e-01 2.854038e-01 4.611732e-06 5.892345e-08 2.141680e-01 7.233421e-03 5.943646e-02 2.105415e-12 4.772781e-06  
2663 3.872033e-01 5.196473e-01 6.308904e-06 2.307080e-08 2.129296e-01 2.634381e-03 8.126232e-02 1.108784e-12 2.836265e-06  
2664 3.445499e-01 4.538932e-01 5.262450e-06 1.831869e-08 1.447348e-01 5.420277e-03 6.442191e-02 6.720650e-13 5.012759e-06  
2665 2.168207e-01 2.498232e-01 5.974663e-06 6.455518e-08 1.511893e-01 4.941558e-03 8.478628e-02 1.067857e-12 4.773301e-06  
2666 2.067419e-01 2.247137e-01 7.453748e-06 6.384734e-08 2.288800e-01 2.690564e-03 7.720172e-02 1.956367e-12 4.292944e-06  
2667 3.049239e-01 4.128214e-01 7.912478e-06 4.359459e-08 1.748907e-01 6.903703e-03 8.600846e-02 1.506681e-12 4.965710e-06  
2668 3.720896e-01 5.057391e-01 5.523207e-06 5.858648e-08 2.327881e-01 5.513820e-03 6.883714e-02 1.856300e-12 5.768411e-06  
2669 2.969555e-01 3.185290e-01 4.804487e-06 5.823628e-08 1.282499e-01 2.227700e-03 4.202711e-02 1.802815e-12 3.348469e-06  
2670 2.347513e-01 3.561956e-01 4.704358e-06 7.154264e-08 1.239346e-01 4.380831e-03 7.008964e-02 1.029684e-12 5.067541e-06  
2671 2.510964e-01 2.793465e-01 4.759375e-06 2.755245e-08 1.968890e-01 3.638144e-03 8.079143e-02 2.021931e-12 4.542954e-06  
2672 4.010286e-01 4.446542e-01 2.859397e-06 4.079946e-08 2.057253e-01 7.392020e-03 7.237389e-02 2.073379e-12 3.290043e-06  
2673 2.197435e-01 3.835277e-01 6.669409e-06 5.175182e-08 2.189885e-01 3.453590e-03 6.961833e-02 1.498836e-12 5.703732e-06  
2674 4.117117e-01 4.911934e-01 8.499115e-06 5.922465e-08 8.329576e-02 7.405243e-03 7.207949e-02 1.993130e-12 2.573260e-06  
2675 4.044781e-01 4.394248e-01 8.154994e-06 5.521345e-08 1.304970e-01 5.655996e-03 4.150184e-02 2.102865e-12 4.689103e-06  
2676 1.867224e-01 3.460842e-01 7.244141e-06 5.780422e-08 1.811762e-01 2.299115e-03 4.521976e-02 1.231053e-12 2.908090e-06  
2677 3.500302e-01 3.703243e-01 7.654018e-06 4.027938e-08 1.956674e-01 6.563078e-03 7.313994e-02 1.212548e-12 2.679475e-06  
2678 2.819106e-01 3.029355e-01 9.431393e-06 3.240292e-08 2.360532e-01 2.404129e-03 7.151321e-02 7.850324e-13 4.697795e-06  
2679 3.776274e-01 5.162792e-01 9.563305e-06 6.752654e-08 1.607371e-01 7.995242e-03 7.172676e-02 1.123867e-12 1.835044e-06  
2680 1.269470e-01 2.385148e-01 4.939558e-06 4.446271e-08 2.369760e-01 5.358978e-03 6.756280e-02 2.016828e-12 5.909939e-06  
2681 2.965797e-01 4.312917e-01 4.636627e-06 5.250469e-08 2.134671e-01 7.686165e-03 6.468220e-02 1.108715e-12 1.672603e-06  
2682 1.863641e-01 2.247164e-01 3.078803e-06 2.708517e-08 9.012529e-02 5.408468e-03 6.774869e-02 6.812120e-13 5.096288e-06  
2683 1.628768e-01 2.813523e-01 7.007917e-06 3.789310e-08 2.262385e-01 4.596729e-03 7.695241e-02 2.129690e-12 4.183782e-06  
2684 2.898886e-01 3.696513e-01 4.230767e-06 7.187584e-08 1.281685e-01 3.744242e-03 7.630234e-02 6.644118e-13 3.733366e-06  
2685 4.170413e-01 5.009239e-01 7.047805e-06 4.429411e-08 1.774256e-01 5.815996e-03 5.164966e-02 1.229173e-12 1.673853e-06  
2686 1.712679e-01 2.529344e-01 7.097492e-06 6.756294e-08 2.371084e-01 4.603496e-03 7.049119e-02 1.852415e-12 5.259954e-06  
2687 1.489700e-01 1.657412e-01 9.106259e-06 4.607753e-08 1.570740e-01 5.457585e-03 5.702355e-02 1.105666e-12 2.241515e-06  
2688 1.107498e-01 1.588557e-01 7.584477e-06 6.523090e-08 1.427356e-01 2.555711e-03 7.151626e-02 2.181170e-12 5.483999e-06  
2689 3.906288e-01 5.007170e-01 9.494559e-06 5.458227e-08 1.645477e-01 3.339052e-03 6.842608e-02 9.920981e-13 1.634322e-06  
2690 1.890915e-01 2.432582e-01 5.734624e-06 4.932509e-08 9.769121e-02 6.174569e-03 7.815414e-02 2.078961e-12 5.350149e-06  
2691 1.850433e-01 2.497291e-01 6.063205e-06 2.222520e-08 2.369401e-01 2.931548e-03 8.151695e-02 1.113199e-12 3.837278e-06  
2692 2.762918e-01 3.723817e-01 3.279930e-06 2.415526e-08 1.770053e-01 5.320388e-03 6.680998e-02 2.101073e-12 4.978827e-06  
2693 3.017200e-01 4.341381e-01 6.153593e-06 4.176433e-08 2.287710e-01 2.085418e-03 8.513136e-02 2.190701e-12 3.236941e-06  
2694 2.747546e-01 4.559999e-01 5.828829e-06 3.217646e-08 2.169141e-01 6.365306e-03 8.249233e-02 7.111900e-13 2.439032e-06  
2695 2.086947e-01 3.065751e-01 9.307739e-06 6.998314e-08 1.712002e-01 7.174355e-03 7.506590e-02 1.970740e-12 2.005404e-06  
2696 3.261182e-01 4.273992e-01 3.210079e-06 5.201633e-08 2.112873e-01 3.611581e-03 6.751932e-02 1.201397e-12 5.874581e-06  
2697 1.446503e-01 3.020371e-01 7.726149e-06 5.007876e-08 1.729462e-01 4.112971e-03 7.079911e-02 1.144840e-12 4.465427e-06  
2698 4.085382e-01 5.327001e-01 5.366131e-06 6.906897e-08 1.293569e-01 4.721019e-03 5.002849e-02 7.876091e-13 4.748308e-06  
2699 2.052572e-01 3.653376e-01 8.547101e-06 7.102557e-08 2.023435e-01 5.506478e-03 7.911595e-02 1.404712e-12 1.947633e-06  
2700 3.779631e-01 4.005215e-01 5.630167e-06 5.957854e-08 8.012761e-02 7.029257e-03 5.167435e-02 1.262763e-12 3.525323e-06  
2701 1.135220e-01 1.894656e-01 6.450140e-06 6.634876e-08 1.621743e-01 6.588357e-03 4.918429e-02 1.469362e-12 4.370058e-06  
2702 4.022437e-01 5.372025e-01 5.343453e-06 4.984899e-08 2.345232e-01 7.061430e-03 4.124905e-02 7.166267e-13 3.309128e-06  
2703 3.458522e-01 4.970627e-01 2.632672e-06 6.042313e-08 2.295308e-01 7.488431e-03 4.675903e-02 1.798375e-12 2.093308e-06  
2704 1.299162e-01 2.040953e-01 4.266531e-06 3.775007e-08 1.657631e-01 6.272180e-03 6.899692e-02 1.745962e-12 5.507007e-06  
2705 2.124327e-01 2.896154e-01 2.700096e-06 2.781959e-08 1.719992e-01 2.061880e-03 6.187425e-02 1.566662e-12 2.908417e-06  
2706 3.823420e-01 5.040292e-01 7.457817e-06 5.339094e-08 2.030147e-01 5.244077e-03 7.632074e-02 6.103703e-13 4.666953e-06  
2707 1.958568e-01 2.032468e-01 8.211544e-06 5.485812e-08 1.467452e-01 5.184030e-03 6.763525e-02 6.533777e-13 3.883454e-06  
2708 1.767133e-01 2.634069e-01 2.744408e-06 5.983613e-08 1.161608e-01 2.370808e-03 7.430915e-02 1.117538e-12 1.603785e-06  
2709 3.990004e-01 4.790303e-01 9.351683e-06 5.902190e-08 1.592691e-01 7.495834e-03 6.256086e-02 1.265348e-12 3.531471e-06  
2710 1.228397e-01 1.469869e-01 3.944145e-06 6.031674e-08 1.082947e-01 6.581056e-03 6.232806e-02 1.872025e-12 3.801415e-06  
2711 2.096545e-01 2.739121e-01 3.395694e-06 2.223485e-08 8.569194e-02 2.974525e-03 7.987432e-02 1.734778e-12 2.770902e-06  
2712 3.222629e-01 3.438218e-01 4.708273e-06 2.666919e-08 9.523665e-02 4.126592e-03 7.645336e-02 1.119003e-12 3.954614e-06  
2713 2.560618e-01 2.757344e-01 7.897628e-06 3.969954e-08 2.351846e-01 3.162814e-03 8.467281e-02 7.639189e-13 3.900025e-06  
2714 3.771477e-01 4.321575e-01 4.070511e-06 4.582864e-08 8.361521e-02 3.082652e-03 7.044055e-02 5.850397e-13 4.442113e-06  
2715 3.906565e-01 4.220862e-01 6.415019e-06 5.242715e-08 1.808552e-01 7.712078e-03 8.399454e-02 6.605021e-13 4.738997e-06  
2716 3.640908e-01 3.677284e-01 7.480474e-06 6.255549e-08 1.843418e-01 7.975168e-03 7.844593e-02 1.368293e-12 5.207364e-06  
2717 3.435990e-01 3.533817e-01 6.355809e-06 3.463914e-08 1.852818e-01 5.469933e-03 6.643889e-02 7.851363e-13 4.389794e-06  
2718 1.229916e-01 1.777842e-01 2.932534e-06 6.883576e-08 1.374904e-01 5.166768e-03 7.552154e-02 1.873669e-12 5.707300e-06  
2719 4.203078e-01 4.237545e-01 8.951966e-06 7.084063e-08 2.094548e-01 4.574338e-03 7.720515e-02 9.570884e-13 2.794768e-06  
2720 2.051772e-01 3.805397e-01 2.795026e-06 4.546295e-08 1.941174e-01 2.049415e-03 8.218199e-02 9.352145e-13 1.887756e-06  
2721 1.423717e-01 1.509776e-01 2.431095e-06 2.056007e-08 1.663938e-01 4.819415e-03 8.286186e-02 1.696415e-12 5.423692e-06  
2722 2.576172e-01 3.781375e-01 6.331802e-06 5.778448e-08 2.037613e-01 2.635848e-03 8.689496e-02 5.796597e-13 3.487618e-06  
2723 3.293319e-01 3.896119e-01 5.768792e-06 4.832178e-08 1.464631e-01 4.403617e-03 7.749174e-02 1.784649e-12 3.715567e-06  
2724 3.200668e-01 4.672839e-01 4.790128e-06 6.710985e-08 1.715280e-01 2.153382e-03 5.652791e-02 1.717140e-12 2.370798e-06  
2725 1.485017e-01 1.643665e-01 8.404944e-06 6.340343e-08 1.051601e-01 6.423989e-03 6.596393e-02 6.634960e-13 2.025445e-06  
2726 4.003427e-01 4.255746e-01 2.447532e-06 3.348520e-08 1.837598e-01 5.126230e-03 4.293693e-02 1.943551e-12 4.396210e-06  
2727 2.271792e-01 3.503270e-01 9.368228e-06 4.907352e-08 2.399095e-01 2.736314e-03 7.432307e-02 2.133399e-12 5.140950e-06  
2728 3.704259e-01 5.567576e-01 3.297653e-06 1.999662e-08 1.999688e-01 3.870700e-03 7.003202e-02 1.505922e-12 3.905450e-06  
2729 1.218903e-01 1.473284e-01 3.627873e-06 6.336548e-08 2.004735e-01 3.781603e-03 6.016695e-02 1.216987e-12 3.369717e-06  
2730 2.188207e-01 2.905213e-01 8.273569e-06 4.953130e-08 1.848794e-01 5.690014e-03 5.897721e-02 7.324899e-13 4.929279e-06  
2731 2.821975e-01 3.210734e-01 2.961004e-06 2.036330e-08 6.909189e-02 6.745336e-03 5.346441e-02 1.839359e-12 4.312530e-06  
2732 2.275875e-01 2.519394e-01 7.975897e-06 6.353569e-08 1.234251e-01 6.463391e-03 4.884143e-02 1.805137e-12 2.410667e-06  
2733 3.243565e-01 3.543593e-01 8.949043e-06 4.469839e-08 9.206802e-02 3.745905e-03 5.797960e-02 8.304970e-13 5.032950e-06  
2734 1.869171e-01 2.770380e-01 6.513931e-06 6.277662e-08 1.079815e-01 4.834255e-03 7.633823e-02 1.911689e-12 3.152039e-06  
2735 3.315736e-01 3.498151e-01 2.888157e-06 6.820948e-08 6.953365e-02 7.486053e-03 6.414502e-02 8.688631e-13 2.211531e-06  
2736 3.419721e-01 3.962901e-01 3.027199e-06 3.708958e-08 2.254345e-01 5.542828e-03 5.095418e-02 7.089402e-13 1.873339e-06  
2737 2.324133e-01 4.127557e-01 5.099662e-06 5.662430e-08 1.914057e-01 5.477695e-03 6.608827e-02 9.423846e-13 2.724582e-06  
2738 3.519456e-01 4.266826e-01 5.339345e-06 6.220474e-08 2.208053e-01 7.745950e-03 8.398508e-02 1.846572e-12 2.697312e-06  
2739 3.501708e-01 4.682714e-01 6.650437e-06 4.645872e-08 1.801484e-01 2.354611e-03 5.065796e-02 1.345146e-12 5.788034e-06  
2740 3.705156e-01 5.528074e-01 3.225330e-06 2.081580e-08 1.914800e-01 6.390978e-03 7.838289e-02 1.880774e-12 4.237234e-06  
2741 1.653782e-01 3.253166e-01 6.245435e-06 6.342892e-08 2.142908e-01 6.112322e-03 5.644809e-02 7.304324e-13 5.531511e-06  
2742 2.877117e-01 2.892410e-01 6.107948e-06 5.514179e-08 1.864043e-01 3.901474e-03 8.683511e-02 2.012637e-12 3.153151e-06  
2743 1.255753e-01 1.443023e-01 5.953411e-06 5.291821e-08 6.515474e-02 2.718066e-03 7.650811e-02 1.343075e-12 3.640604e-06  
2744 1.077976e-01 1.532878e-01 7.244399e-06 4.685535e-08 1.995101e-01 2.295031e-03 4.398280e-02 2.058090e-12 3.617628e-06  
2745 2.374241e-01 4.367251e-01 6.292334e-06 3.172923e-08 2.006105e-01 3.566107e-03 7.711034e-02 6.027097e-13 4.581551e-06  
2746 1.677526e-01 2.184989e-01 7.387802e-06 4.658508e-08 9.485099e-02 7.671263e-03 7.687889e-02 1.424573e-12 3.742499e-06  
2747 3.982198e-01 4.855697e-01 6.235852e-06 7.164555e-08 1.603809e-01 7.331995e-03 5.822125e-02 8.660274e-13 5.046584e-06  
2748 2.726054e-01 3.775572e-01 6.154622e-06 6.077456e-08 1.699000e-01 6.248972e-03 7.622838e-02 1.415579e-12 3.967348e-06  
2749 4.128565e-01 5.424674e-01 3.031994e-06 4.104144e-08 1.555176e-01 3.864260e-03 5.119055e-02 1.210105e-12 3.738309e-06  
2750 4.062114e-01 5.416870e-01 8.921060e-06 4.044924e-08 2.101651e-01 2.209335e-03 7.233413e-02 1.359901e-12 5.688084e-06  
2751 2.495192e-01 3.132065e-01 6.178463e-06 5.598509e-08 2.193370e-01 6.231007e-03 4.792207e-02 1.412376e-12 4.163104e-06  
2752 4.101695e-01 5.506689e-01 7.784942e-06 4.718976e-08 1.711393e-01 7.832209e-03 6.318819e-02 1.802491e-12 5.840456e-06  
2753 2.067206e-01 2.805745e-01 2.736840e-06 7.174006e-08 1.791509e-01 7.478547e-03 5.464105e-02 1.389591e-12 1.621909e-06  
2754 3.523310e-01 3.645608e-01 5.159715e-06 2.017363e-08 2.003843e-01 2.297757e-03 5.582062e-02 7.876664e-13 3.225498e-06  
2755 2.167887e-01 3.085133e-01 5.250031e-06 2.892461e-08 1.438400e-01 3.381582e-03 8.056193e-02 1.584850e-12 1.902882e-06  
2756 1.400331e-01 3.264955e-01 3.485858e-06 5.142774e-08 2.332849e-01 6.649794e-03 4.636001e-02 2.180876e-12 3.868897e-06  
2757 1.076181e-01 1.527395e-01 8.012655e-06 3.895794e-08 1.647493e-01 2.441186e-03 7.736644e-02 1.826785e-12 1.681653e-06  
2758 2.277014e-01 2.623467e-01 6.105620e-06 5.227669e-08 6.124450e-02 5.414918e-03 8.013476e-02 1.730759e-12 4.861627e-06  
2759 2.620311e-01 3.427497e-01 7.101305e-06 3.967916e-08 1.234267e-01 2.153019e-03 6.212862e-02 2.086697e-12 1.518023e-06  
2760 4.113804e-01 4.580749e-01 9.540992e-06 4.842010e-08 8.644773e-02 3.320083e-03 4.174281e-02 1.350386e-12 5.148726e-06  
2761 3.307045e-01 4.765705e-01 4.957237e-06 5.158959e-08 1.520811e-01 5.985481e-03 7.530351e-02 1.106865e-12 1.939856e-06  
2762 4.217790e-01 4.271350e-01 5.950886e-06 6.061338e-08 1.507996e-01 6.026252e-03 8.676713e-02 1.617855e-12 4.256665e-06  
2763 3.020394e-01 3.888406e-01 9.359850e-06 2.096180e-08 1.624286e-01 3.850670e-03 4.882796e-02 1.394207e-12 1.769246e-06  
2764 3.028224e-01 3.492447e-01 5.116004e-06 3.645904e-08 1.123617e-01 2.972188e-03 5.013527e-02 1.325489e-12 2.602519e-06  
2765 1.976251e-01 2.221616e-01 2.949576e-06 5.089210e-08 1.228732e-01 4.026604e-03 7.960590e-02 1.783264e-12 3.919396e-06  
2766 2.710779e-01 3.822912e-01 5.966258e-06 2.313747e-08 2.307564e-01 5.961945e-03 8.299642e-02 1.387465e-12 4.246288e-06  
2767 3.943048e-01 5.452602e-01 9.473742e-06 3.234587e-08 2.399360e-01 6.183238e-03 8.467685e-02 1.077813e-12 2.847196e-06  
2768 3.765211e-01 4.331019e-01 3.649461e-06 7.001767e-08 1.636583e-01 5.423291e-03 8.593656e-02 1.701221e-12 3.300488e-06  
2769 2.290359e-01 3.558923e-01 6.511493e-06 6.526497e-08 2.238002e-01 5.276154e-03 6.547929e-02 1.317585e-12 4.795365e-06  
2770 1.869309e-01 3.425411e-01 2.526992e-06 4.721907e-08 2.262348e-01 6.106896e-03 4.780274e-02 1.907721e-12 4.538905e-06  
2771 1.733044e-01 1.754405e-01 5.971948e-06 5.521140e-08 9.393524e-02 6.987955e-03 5.232148e-02 2.222756e-12 5.812828e-06  
2772 2.852505e-01 4.521143e-01 5.145358e-06 6.812682e-08 1.853636e-01 4.998681e-03 4.623160e-02 7.698234e-13 4.898846e-06  
2773 1.814803e-01 2.785994e-01 3.798974e-06 6.463439e-08 1.910510e-01 5.828902e-03 6.910851e-02 1.614904e-12 5.663698e-06  
2774 2.015742e-01 2.590876e-01 5.383886e-06 5.350101e-08 8.998289e-02 7.355699e-03 5.310614e-02 6.583976e-13 5.698301e-06  
2775 1.990842e-01 3.193897e-01 9.536324e-06 5.207849e-08 2.304642e-01 4.751729e-03 5.656976e-02 1.949796e-12 3.473160e-06  
2776 3.148148e-01 3.678456e-01 5.048464e-06 2.423616e-08 2.275289e-01 5.826905e-03 6.531646e-02 1.327323e-12 3.398188e-06  
2777 3.009070e-01 3.687191e-01 6.880728e-06 6.881152e-08 2.369941e-01 2.458434e-03 6.523870e-02 1.813720e-12 5.274010e-06  
2778 2.686813e-01 3.427610e-01 7.336626e-06 3.747988e-08 1.335678e-01 3.277803e-03 4.876093e-02 8.419286e-13 4.716769e-06  
2779 4.201482e-01 4.964855e-01 2.907897e-06 4.521688e-08 1.276234e-01 5.495419e-03 8.582827e-02 1.173769e-12 1.599933e-06  
2780 2.081236e-01 3.914271e-01 6.541830e-06 5.766135e-08 2.340445e-01 7.920295e-03 6.442139e-02 1.471993e-12 5.459868e-06  
2781 2.453334e-01 3.809225e-01 5.519022e-06 6.991469e-08 1.890459e-01 6.586420e-03 6.437491e-02 7.316170e-13 5.017130e-06  
2782 2.815571e-01 4.178304e-01 8.819348e-06 4.352754e-08 2.106633e-01 5.783232e-03 4.157937e-02 8.823536e-13 3.183200e-06  
2783 3.735084e-01 3.920913e-01 7.747540e-06 7.075138e-08 1.105260e-01 5.764289e-03 7.184900e-02 1.763625e-12 1.843185e-06  
2784 3.176560e-01 4.122482e-01 6.813930e-06 3.740038e-08 1.394747e-01 4.091976e-03 4.131990e-02 7.584259e-13 3.251907e-06  
2785 4.210395e-01 4.301892e-01 2.958071e-06 5.649517e-08 1.515499e-01 4.148076e-03 7.431706e-02 1.541823e-12 3.982012e-06  
2786 2.398765e-01 2.593201e-01 3.319967e-06 1.867708e-08 1.099875e-01 2.387836e-03 6.987135e-02 1.643835e-12 3.605479e-06  
2787 1.233722e-01 2.393251e-01 6.781658e-06 4.422629e-08 1.852887e-01 5.759962e-03 5.378730e-02 1.240560e-12 1.655345e-06  
2788 2.061868e-01 2.932832e-01 4.762759e-06 2.684645e-08 1.691600e-01 7.474195e-03 7.342604e-02 2.097101e-12 3.120819e-06  
2789 1.585958e-01 3.214119e-01 4.566004e-06 6.343130e-08 2.225670e-01 7.972196e-03 7.295463e-02 8.279052e-13 3.917160e-06  
2790 2.050205e-01 2.702070e-01 5.313261e-06 6.530159e-08 1.938501e-01 5.667159e-03 7.245501e-02 1.259919e-12 5.133381e-06  
2791 2.253080e-01 2.655131e-01 3.434892e-06 2.323278e-08 9.132041e-02 2.060697e-03 5.001465e-02 1.467299e-12 5.005262e-06  
2792 2.532036e-01 4.322595e-01 7.246602e-06 3.313855e-08 2.151348e-01 4.889738e-03 6.775324e-02 6.550920e-13 3.942294e-06  
2793 3.558876e-01 3.984983e-01 6.879525e-06 3.617960e-08 6.845895e-02 6.021878e-03 7.819690e-02 1.590563e-12 4.376510e-06  
2794 1.330781e-01 2.934295e-01 5.269892e-06 7.005699e-08 2.168579e-01 2.665832e-03 4.888711e-02 1.680759e-12 2.091606e-06  
2795 2.368958e-01 3.738185e-01 5.916784e-06 4.609583e-08 1.451628e-01 5.015882e-03 6.780340e-02 8.131958e-13 4.981760e-06  
2796 2.877873e-01 4.367818e-01 5.460571e-06 5.364229e-08 1.637710e-01 5.332739e-03 5.154694e-02 1.841481e-12 1.598752e-06  
2797 2.763834e-01 3.494223e-01 9.336072e-06 3.757474e-08 1.626872e-01 6.508831e-03 7.038615e-02 7.058496e-13 1.533818e-06  
2798 1.293488e-01 2.230585e-01 4.741946e-06 6.728210e-08 2.274635e-01 4.046661e-03 7.349401e-02 1.163764e-12 3.276763e-06  
2799 3.519983e-01 3.732391e-01 5.178198e-06 4.432319e-08 1.317343e-01 4.935596e-03 6.583335e-02 1.535273e-12 4.949985e-06  
2800 1.664026e-01 2.229869e-01 8.060873e-06 2.354166e-08 2.160864e-01 5.214260e-03 7.715687e-02 2.236627e-12 2.693414e-06  
2801 3.325410e-01 5.170279e-01 3.120296e-06 4.776284e-08 1.881615e-01 5.853124e-03 5.739567e-02 1.793507e-12 2.952540e-06  
2802 2.381995e-01 2.501049e-01 2.739410e-06 2.051526e-08 2.062457e-01 3.352705e-03 4.435613e-02 7.345222e-13 3.994688e-06  
2803 1.630283e-01 1.720208e-01 3.524926e-06 7.158548e-08 9.499071e-02 4.336555e-03 8.915684e-02 1.532404e-12 5.056206e-06  
2804 2.044775e-01 2.049348e-01 3.188828e-06 4.764407e-08 1.822506e-01 7.245349e-03 5.857001e-02 1.467753e-12 2.645426e-06  
2805 2.296944e-01 3.174958e-01 3.317322e-06 7.038279e-08 1.543190e-01 3.947254e-03 8.940134e-02 1.792494e-12 3.811048e-06  
2806 2.190995e-01 3.028346e-01 8.736272e-06 5.252435e-08 1.907906e-01 6.679848e-03 6.718952e-02 1.292902e-12 3.002877e-06  
2807 1.121116e-01 2.831789e-01 6.902015e-06 4.900937e-08 2.178888e-01 4.101329e-03 7.848424e-02 9.703124e-13 2.709811e-06  
2808 3.069729e-01 3.802740e-01 3.180041e-06 3.717377e-08 2.286694e-01 3.540101e-03 7.095813e-02 1.543814e-12 5.427883e-06  
2809 1.599864e-01 2.526286e-01 2.751482e-06 3.881252e-08 2.293081e-01 7.652534e-03 7.297030e-02 9.440525e-13 2.072834e-06  
2810 2.359504e-01 3.431344e-01 4.146948e-06 4.535770e-08 1.158246e-01 2.569683e-03 5.290242e-02 1.749483e-12 5.174187e-06  
2811 3.857315e-01 4.845731e-01 9.378788e-06 6.264792e-08 1.610428e-01 7.311089e-03 5.633094e-02 1.599584e-12 3.614896e-06  
2812 3.137126e-01 3.674601e-01 7.176539e-06 6.550201e-08 2.062013e-01 3.157302e-03 5.026894e-02 1.027367e-12 3.764071e-06  
2813 1.276684e-01 1.937928e-01 4.826628e-06 6.532025e-08 9.016332e-02 2.345086e-03 7.116409e-02 8.520938e-13 4.447815e-06  
2814 4.079400e-01 4.941012e-01 6.674942e-06 4.530913e-08 1.096551e-01 7.135010e-03 8.940125e-02 2.161797e-12 2.181310e-06  
2815 3.460810e-01 4.181390e-01 7.933083e-06 6.809800e-08 1.237528e-01 3.096245e-03 8.514023e-02 1.076702e-12 3.026936e-06  
2816 2.335362e-01 2.789208e-01 6.442322e-06 3.699210e-08 1.599930e-01 7.691582e-03 4.781642e-02 1.126547e-12 2.100074e-06  
2817 4.148970e-01 5.398874e-01 6.153435e-06 1.822757e-08 2.065694e-01 3.400651e-03 7.911270e-02 1.684719e-12 5.341160e-06  
2818 1.862054e-01 2.379337e-01 6.038629e-06 4.604498e-08 1.301902e-01 6.394787e-03 4.864875e-02 1.004918e-12 3.635922e-06  
2819 3.888155e-01 5.331991e-01 3.098930e-06 1.921297e-08 2.192984e-01 6.307704e-03 5.046578e-02 2.074769e-12 3.851287e-06  
2820 3.813921e-01 4.556977e-01 2.591351e-06 7.049003e-08 1.057006e-01 5.074230e-03 4.260892e-02 1.970611e-12 5.453337e-06  
2821 2.755165e-01 3.747038e-01 9.532950e-06 4.068674e-08 2.270514e-01 2.371298e-03 5.743573e-02 1.237427e-12 3.919157e-06  
2822 2.914192e-01 4.208411e-01 6.812732e-06 5.382685e-08 1.643871e-01 2.182850e-03 6.557286e-02 1.423929e-12 5.774499e-06  
2823 2.822617e-01 3.543940e-01 3.520627e-06 2.147893e-08 2.264694e-01 5.017669e-03 6.686287e-02 2.217087e-12 2.018222e-06  
